台番,差枚,G数,出率,BB,RB,合成,BB率,RB率
544,2951,8153,112.1%,38,34,1/113,1/215,1/240
545,-58,6927,99.7%,23,29,1/133,1/301,1/239
546,-39,3046,99.6%,11,9,1/152,1/277,1/338
547,228,5654,101.3%,22,16,1/149,1/257,1/353
548,193,3316,101.9%,15,7,1/151,1/221,1/474
549,-263,5890,98.5%,19,20,1/151,1/310,1/295
550,-632,2279,90.8%,6,5,1/207,1/380,1/456
551,-1726,4692,87.7%,12,10,1/213,1/391,1/469
552,2055,8033,108.5%,31,44,1/107,1/259,1/183
553,-433,6154,97.7%,20,23,1/143,1/308,1/268
554,619,4246,104.9%,18,11,1/146,1/236,1/386
555,-1686,6050,90.7%,18,16,1/178,1/336,1/378
556,-1668,2455,77.4%,4,4,1/307,1/614,1/614
557,-506,4207,96%,14,9,1/183,1/301,1/467
558,-1162,4348,91.1%,12,12,1/181,1/362,1/362
559,1064,5228,106.8%,25,14,1/134,1/209,1/373
560,2544,8136,110.4%,35,36,1/115,1/232,1/226
561,-1339,2824,84.2%,6,7,1/217,1/471,1/403
562,-548,4857,96.2%,17,9,1/187,1/286,1/540
563,-684,1995,88.6%,5,4,1/222,1/399,1/499
564,1585,7080,107.5%,33,19,1/136,1/215,1/373
565,-618,4334,95.2%,15,10,1/173,1/289,1/433
587,-557,5258,96.5%,19,10,1/181,1/277,1/526
588,-9,5469,99.9%,21,13,1/161,1/260,1/421
589,515,5452,103.1%,24,10,1/160,1/227,1/545
590,-1176,1843,78.7%,4,3,1/263,1/461,1/614
591,-1879,3993,84.3%,12,4,1/250,1/333,1/998
592,312,4763,102.2%,17,22,1/122,1/280,1/217
593,-490,4828,96.6%,15,16,1/156,1/322,1/302
594,354,4649,102.5%,20,13,1/141,1/232,1/358
595,-609,2862,92.9%,11,4,1/191,1/260,1/716
596,-196,6003,98.9%,25,12,1/162,1/240,1/500
597,-301,3155,96.8%,13,5,1/175,1/243,1/631
598,-625,2816,92.6%,11,2,1/217,1/256,1/1408
599,1080,6492,105.5%,28,25,1/122,1/232,1/260
600,36,5433,100.2%,19,16,1/155,1/286,1/340
601,2574,8102,110.6%,35,43,1/104,1/231,1/188
602,-315,3213,96.7%,12,5,1/189,1/268,1/643
603,903,4724,106.4%,22,10,1/148,1/215,1/472
604,-704,6422,96.3%,23,13,1/178,1/279,1/494
605,-1720,4798,88.1%,14,9,1/209,1/343,1/533
606,-1211,4305,90.6%,15,5,1/215,1/287,1/861
671,-1175,2294,82.9%,5,5,1/229,1/459,1/459
672,-485,1527,89.4%,5,1,1/255,1/305,1/1527
673,799,7222,103.7%,28,24,1/139,1/258,1/301
674,-464,1545,90%,5,1,1/258,1/309,1/1545
675,852,6490,104.4%,28,18,1/141,1/232,1/361
676,-345,1904,94%,7,1,1/238,1/272,1/1904
677,3361,7812,114.3%,36,38,1/106,1/217,1/206
678,-179,2743,97.8%,10,7,1/161,1/274,1/392
679,-860,5174,94.5%,18,9,1/192,1/287,1/575
680,-1756,6208,90.6%,17,17,1/183,1/365,1/365
681,-1440,2576,81.4%,5,4,1/286,1/515,1/644
682,2828,7429,112.7%,37,29,1/113,1/201,1/256
683,-1652,3639,84.9%,9,5,1/260,1/404,1/728
689,-1087,6089,94%,23,8,1/196,1/265,1/761
690,2404,6397,112.5%,29,29,1/110,1/221,1/221
691,-1300,2461,82.4%,4,6,1/246,1/615,1/410
692,-573,4745,96%,17,11,1/169,1/279,1/431
693,-437,4101,96.4%,14,9,1/178,1/293,1/456
694,-99,5931,99.4%,22,20,1/141,1/270,1/297
695,291,4545,102.1%,21,9,1/152,1/216,1/505
696,-111,5066,99.3%,20,14,1/149,1/253,1/362
697,-1864,2724,77.2%,3,7,1/272,1/908,1/389
698,-1421,4871,90.3%,12,17,1/168,1/406,1/287
699,-745,1792,86.1%,6,1,1/256,1/299,1/1792
700,758,7841,103.2%,26,41,1/117,1/302,1/191
701,-16,2739,99.8%,10,6,1/171,1/274,1/457
平均,-130,4711,99.1%,17,14,1/152,1/272,1/346
